banana,38
coconut,59
feta_cheese,9
lima_bean,11
mozzarella_cheese,51
white_wine,58
peach,12
yam,2
catfish,4
mandarin,2
bean,288
ginger,52
chayote,11
sage,8
sour_milk,1
apple,26
sesame_seed,22
chicken,420
whiskey,1
lovage,3
pimento,27
port_wine,1
kidney_bean,100
soybean,6
rosemary,21
bourbon_whiskey,1
fig,1
coconut_oil,1
lard,174
popcorn,4
smoke,25
celery,118
apricot,10
gardenia,1
shrimp,89
artichoke,1
citrus,10
cabbage,37
smoked_sausage,8
pecan,33
oatmeal,1
haddock,3
goat_cheese,14
cinnamon,182
peanut_butter,7
cocoa,79
plum,8
sauerkraut,1
parsnip,1
beef,475
pear,12
cucumber,46
turnip,2
champagne_wine,2
almond,57
cottage_cheese,22
wheat_bread,2
bartlett_pear,1
chive,26
scallion,385
bitter_orange,8
egg,519
cream_cheese,111
mussel,4
kiwi,8
pineapple,50
sesame_oil,5
passion_fruit,3
corn_grit,50
lemon,52
malt,2
wine,15
green_bell_pepper,334
saffron,5
meat,60
garlic,1752
bread,132
tabasco_pepper,96
cheese,543
pumpkin,18
vegetable,53
orange_flower,1
lemon_peel,5
olive,259
carrot,104
turmeric,26
okra,4
cauliflower,3
cashew,4
grape_juice,16
orange_peel,7
lime_juice,411
blue_cheese,3
wasabi,2
bell_pepper,604
red_wine,68
chicory,5
vinegar,397
barley,2
smoked_salmon,1
grape,12
vanilla,115
marjoram,10
raisin,50
parmesan_cheese,37
turkey,82
mango,46
mushroom,108
beef_broth,49
lettuce,173
cane_molasses,174
crab,21
parsley,145
leaf,2
nectarine,1
beer,30
octopus,1
pea,38
fennel,20
black_pepper,576
prickly_pear,14
gruyere_cheese,1
radish,31
kale,1
nut,12
brassica,4
butter,416
cognac,2
clam,10
lobster,6
blackberry,3
hazelnut,4
endive,2
corn,868
brown_rice,26
dill,19
onion,1906
honey,64
milk,334
rum,35
roasted_beef,19
lemon_juice,142
mustard,98
fish,66
watercress,5
roasted_peanut,8
orange,61
broccoli,10
fruit,10
corn_flake,2
swiss_cheese,5
seed,96
cumin,833
tarragon,4
ham,37
roasted_meat,1
bacon,90
cream,525
tequila,64
pork,143
blueberry,2
oat,6
buttermilk,42
starch,49
shiitake,8
anise,9
baked_potato,1
date,1
lentil,8
raspberry,10
gelatin,8
rice,215
cider,50
wheat,660
macaroni,75
basil,82
oregano,529
tomato,1579
cassava,9
guava,4
romano_cheese,2
mint,41
tangerine,1
red_kidney_bean,9
chicken_broth,259
currant,1
cured_pork,12
thyme,72
pepper,640
porcini,1
nutmeg,28
mace,1
fenugreek,13
roasted_sesame_seed,1
salmon,9
celery_oil,40
gin,1
peanut_oil,6
squash,32
squid,3
sake,6
scallop,8
tuna,17
coriander,83
orange_juice,82
beet,7
cereal,1
avocado,288
walnut,19
tomato_juice,20
potato,133
maple_syrup,1
cayenne,1946
grapefruit,12
peanut,7
leek,4
pork_sausage,80
melon,6
papaya,7
katsuobushi,2
lamb,10
horseradish,4
cod,11
black_bean,216
lime_peel_oil,21
cheddar_cheese,495
thai_pepper,1
cherry,12
zucchini,56
black_tea,1
tamarind,75
munster_cheese,2
roasted_pork,15
asparagus,5
yogurt,21
sweet_potato,13
cranberry,4
yeast,63
veal,1
white_bread,12
soy_sauce,53
whole_grain_wheat_flour,16
palm,3
brandy,15
sherry,23
coffee,24
vegetable_oil,732
milk_fat,47
lime,225
shallot,23
strawberry,13
anise_seed,17
chickpea,18
watermelon,6
root,4
oyster,6
bay,79
cilantro,724
olive_oil,556
egg_noodle,9
