feta_cheese,3
date,2
cardamom,96
star_anise,2
celery,21
white_wine,11
wheat_bread,1
bean,14
ginger,264
mung_bean,1
sage,1
apple,20
sesame_seed,3
chicken,131
kidney_bean,5
soybean,9
rosemary,1
lima_bean,2
tea,8
lard,5
fenugreek,173
scallop,5
apricot,8
shrimp,24
cabbage,5
haddock,1
goat_cheese,1
coconut,85
peanut_butter,4
cocoa,5
plum,1
rose,6
beef,18
blueberry,2
cucumber,25
turnip,4
pear,5
milk,61
smoke,3
chive,5
scallion,37
bitter_orange,1
egg,49
cream_cheese,2
kiwi,2
saffron,17
pineapple,8
sesame_oil,7
passion_fruit,1
roasted_beef,3
pistachio,9
lemon,19
wine,4
green_bell_pepper,13
nutmeg,19
meat,9
garlic,295
bread,15
tabasco_pepper,3
cheese,5
pumpkin,3
vegetable,24
lemon_peel,1
cherry,1
olive,1
carrot,57
turmeric,319
jasmine,3
root,1
lime_juice,33
leek,1
bell_pepper,106
red_wine,4
chicory,1
vinegar,55
watermelon,2
grape,6
berry,3
vanilla,15
sunflower_oil,4
raisin,35
parmesan_cheese,4
turkey,3
mango,50
mushroom,6
beef_broth,4
lettuce,9
cane_molasses,30
crab,4
honey,14
pea,49
fennel,17
asparagus,3
black_pepper,122
lemongrass,2
black_mustard_seed_oil,25
savory,1
radish,4
kale,1
nut,10
brassica,4
brandy,2
okra,9
clam,3
strawberry,3
blackberry,1
peach,8
brown_rice,6
corn,22
dill,2
onion,316
caraway,3
parsley,20
almond,26
rum,1
lemon_juice,94
mustard,59
seed,50
watercress,2
roasted_peanut,6
orange,7
broccoli,4
fruit,1
fish,13
cumin,375
bacon,1
cream,59
pork,4
cauliflower,27
pepper,188
starch,7
potato_chip,1
lentil,32
raspberry,1
gelatin,2
rice,101
cider,13
wheat,75
macaroni,5
basil,4
oregano,4
tomato,176
lobster,1
galanga,1
mint,47
chicken_broth,45
cashew,30
thyme,4
buttermilk,9
porcini,1
black_tea,5
mace,4
coconut_oil,3
celery_oil,5
parsnip,2
peanut_oil,6
squash,3
milk_fat,12
salmon,9
coriander,294
orange_juice,2
beet,2
currant,5
malt,1
walnut,4
sherry,5
potato,74
cayenne,300
peanut,9
melon,2
papaya,1
lamb,22
yogurt,148
cod,4
chickpea,28
lime_peel_oil,2
cheddar_cheese,1
thai_pepper,1
prawn,4
zucchini,13
tamarind,32
grape_juice,3
barley,3
sweet_potato,6
cranberry,2
yeast,10
white_bread,1
soy_sauce,7
whole_grain_wheat_flour,9
palm,2
butter,132
tomato_juice,1
coffee,3
vegetable_oil,265
cinnamon,107
lime,29
shallot,10
anise_seed,3
orange_peel,1
yam,3
banana,5
bay,41
cilantro,180
olive_oil,93
peppermint,2
